urls
('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending' OR 'digital financial services')  AND ('policy' OR regulation OR 'law' OR 'guideline')
('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' OR 'mobile lending') AND ('customer' OR 'consumer') AND ('protection' OR 'experience') AND ('regulation' OR 'guideline' OR 'law' OR 'strategy' OR 'supervision' OR 'market')
India' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending') AND ('institution' OR 'regulator') AND ('industry')
Kenya' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending') AND ('institution' OR 'regulator') AND ('industry')
Nigeria' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending') AND ('institution' OR 'regulator') AND ('industry')
Tanzania' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending') AND ('institution OR regulator') AND ('industry')
Uganda' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending') AND ('institution' OR 'regulator') AND ('industry')
India' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending') AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Kenya' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending') AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Nigeria' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending') AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Tanzania' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending') AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Uganda' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending') AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
India' AND ('regulator' OR 'institution') AND ('customer' OR 'consumer') AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending')
Kenya' AND ('regulator' OR 'institution') AND ('customer' OR 'consumer') AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending')
Nigeria' AND ('regulator' OR 'institution') AND ('customer' OR 'consumer') AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending')
Tanzania' AND ('regulator' OR 'institution') AND ('customer' OR 'consumer') AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending')
Uganda' AND ('regulator' OR 'institution') AND ('customer' OR 'consumer') AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending')
Central Bank of Kenya' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' OR 'mobile lending') AND ('customer' OR 'consumer') AND ('protection' OR 'experience') AND ('regulation' OR 'guideline' OR 'law' OR 'strategy' OR 'supervision' OR 'market')
Bank of Tanzania' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' OR 'mobile lending') AND ('customer' OR 'consumer') AND ('protection' OR 'experience') AND ('regulation' OR 'guideline' OR 'law' OR 'strategy' OR 'supervision' OR 'market')
Bank of Uganda' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' OR 'mobile lending') AND ('customer' OR 'consumer') AND ('protection' OR 'experience') AND ('regulation' OR 'guideline' OR 'law' OR 'strategy' OR 'supervision' OR 'market')
Central Bank of Nigeria' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' OR 'mobile lending') AND ('customer' OR 'consumer') AND ('protection' OR 'experience') AND ('regulation' OR 'guideline' OR 'law' OR 'strategy' OR 'supervision' OR 'market')
Reserve Bank of India' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' OR 'mobile lending') AND ('customer' OR 'consumer') AND ('protection' OR 'experience') AND ('regulation' OR 'guideline' OR 'law' OR 'strategy' OR 'supervision' OR 'market')
Bajaj Finserv' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Bitbond' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Biz2Credit' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Capital First' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Capital Float' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
CashCare' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Cashe' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
EarlySalary' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Fair Cent' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Finomena' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Flexiloans' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Gyandhan' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
i-Lend' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
i2ifunding' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
India Lends' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
India Money Mart (IMM)' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Indifi' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Instakash' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
InstaPaisa' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Kissht' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
KrazyBee' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Lazypay' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Lendbox' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
LendDenClub' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Lendingkart' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
LoanMeet' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Money in Minutes' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
NeoGrowth' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Qbera Personal Loan' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Quick Credit' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Quiklo' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Rupaiya Exchange' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Rupeelend' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
SlicePay' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Vote For Cash' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
World of Lending' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
ZestMoney' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Branch Loan' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Eazzy Loan' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Eazzy Loan Plus' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Grow' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
KCB M-Pesa' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Kopa Cash' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
M-Pawa Sacco' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
M-Pepea' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
M-Shwari' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Mjiajiri' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Mobiloans' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Okoa Stima' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Pesa na Pesa' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Pesa Pata' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
PesaZetu' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Saida' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Get Bucks' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Solvesting' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Aella Credit' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Diamond Y'ello Account' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
KiaKia' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Lidya' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Paylater' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Social Lender' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
M-Pawa' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Nivushe' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Timiza Cash' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Timiza Wakala' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
MoKash' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Mkopo Rahisi (Tala)' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
L-Pesa' AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
peer-to-peer lending' AND 'Country' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending') AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
mobile money' AND 'Country' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending') AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Asia' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending') AND ('institution' OR 'regulator') AND ('industry')
Africa' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending') AND ('institution' OR 'regulator') AND ('industry')
Asia' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending') AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Africa' AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending') AND ('regulation' OR 'law' OR 'supervision' OR 'guideline')
Asia' AND ('regulator' OR 'institution') AND ('customer' OR 'consumer') AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending')
Africa' AND ('regulator' OR 'institution') AND ('customer' OR 'consumer') AND ('digital credit' OR 'mobile credit' OR 'digital loans' OR 'mobile loans' OR 'digital lending' or 'mobile lending' OR 'instant loan' OR 'instant lending')
('mobile' OR 'online' OR 'digital' OR 'internet' OR 'phone') AND ('lend*' OR 'loan*' OR 'credit') AND ('regulat*' OR 'policy' OR 'guideline' OR 'law' OR 'supervis*')
('mobile' OR 'online' OR 'digital' OR 'internet' OR 'phone') AND ('lend*' OR 'loan*' OR 'credit') AND ('regulat*' OR 'policy' OR 'guideline' OR 'law' OR 'supervis*') AND 'India'
('mobile' OR 'online' OR 'digital' OR 'internet' OR 'phone') AND ('lend*' OR 'loan*' OR 'credit') AND ('regulat*' OR 'policy' OR 'guideline' OR 'law' OR 'supervis*') AND 'Kenya'
('mobile' OR 'online' OR 'digital' OR 'internet' OR 'phone') AND ('lend*' OR 'loan*' OR 'credit') AND ('regulat*' OR 'policy' OR 'guideline' OR 'law' OR 'supervis*') AND 'Uganda'
('mobile' OR 'online' OR 'digital' OR 'internet' OR 'phone') AND ('lend*' OR 'loan*' OR 'credit') AND ('regulat*' OR 'policy' OR 'guideline' OR 'law' OR 'supervis*') AND 'Nigeria'
('mobile' OR 'online' OR 'digital' OR 'internet' OR 'phone') AND ('lend*' OR 'loan*' OR 'credit') AND ('regulat*' OR 'policy' OR 'guideline' OR 'law' OR 'supervis*') AND 'Tanzania'
Regulation for Digital Credit in Brazil'
Regulation for digital credit in Latin America'
